source,target,ligand.complex,receptor.complex,aggregate_rank,mean_rank,natmi.edge_specificity,natmi.rank,connectome.weight_sc,connectome.rank,logfc.logfc_comb,logfc.rank,sca.LRscore,sca.rank,cellphonedb.pvalue,cellphonedb.rank
Macs 3,Neu-1,Mrc1,Ptprc,0.04649984844158218,6739.1,0.01153137771601892,9761,0.6901822266911208,7592,1.415684180282676,2221,0.8546814945900558,8159,0,5962.5
Neu-4 classic,B cells,Gnai2,Adcy7,0.04657134998897225,6668.4,0.011524860716474676,9764,0.8717036696404699,5528,0.7862594360994004,6345,0.8794772292984661,5742.5,0,5962.5
Macs 2,Macs 1,Ltbp3,Itgb5,0.04659520337404284,4485.9,0.07761091950904397,705,1.87451444873785,1253,0.9699681167531358,4744,0.8363147168665944,9765,0,5962.5
Macs 2,Dendritic,Serpine1,Lrp1,0.046619066532086764,4865.7,0.047492138758432084,1710,1.3217341751562701,2584,1.0276810185951388,4306,0.8362907375848895,9766,0,5962.5
Prol.,T cells 2,Gnas,Adcy7,0.046619066532086764,7920.3,0.011685251524090345,9657,0.7276904153841928,7064,0.483577663789868,9766,0.8651492586812457,7152,0,5962.5
Tumor,Macs 2,Timp2,Cd44,0.04664293946610685,6945.3,0.011518572498405103,9767,0.5654595636253729,9469,0.633578967824047,7892,0.927526580640983,1636,0,5962.5
Prol.,Neu-1,Adam10,Il6ra,0.046666822179106365,7875.5,0.016360955377247487,7144,0.5474697565038316,9768,0.7091484744141165,7097,0.8402503030622104,9406,0,5962.5
Dendritic,Macs 1,Fn1,Itgav_Itgb1,0.04669071467408934,7625.3,0.011517076813081,9769,0.5916854258796167,9032,0.9714430465808696,4735,0.849319320665123,8628,0,5962.5
Dendritic,Neu-2,Lrpap1,Sorl1,0.0467385290220247,6879.5,0.01151605874323923,9771,0.7769433008179262,6494,1.01605692625765,4389,0.8588922648010268,7781,0,5962.5
Macs 2,Macs 1,Grn,Sort1,0.04676245088098816,7604.1,0.011513202936317204,9772,0.7788125582776174,6477,0.7096692907521545,7091,0.8482662845321712,8718,0,5962.5
Neu-2,T cells 2,Lgals3,Lag3,0.04678351645871561,7011.3,0.03707585430345344,2567,4.001302459596438,317,0.1764187097384835,14276,0.9381563528479101,985,0.15600000000000003,16911.5
Macs 2,T cells,H2-Aa,Lag3,0.046810323983938786,5456.7,0.01639204299933313,7128,1.7226532742334861,1468,1.245978459929871,2951,0.8362247212962921,9774,0,5962.5
Macs 2,Dendritic,Apoe,Abca1,0.046810323983938786,4415.1,0.011512841800830776,9774,1.0999247749847063,3749,1.7750150981769506,1226,0.9318060029760189,1364,0,5962.5
Macs 2,Macs 1,C3,C3ar1,0.04705027798144358,6180.5,0.022265521734010568,5107,1.5538662571790298,1811,0.6044471743472011,8238,0.8361591327018374,9784,0,5962.5
Macs 3,Macs 3,Apoe,Abca1,0.04705027798144358,4272.5,0.011501693441549565,9784,1.1387614994608932,3512,2.04471567113632,739,0.9317752156994212,1365,0,5962.5
Neu-4 classic,T cells,S100a9,Itgb2,0.047064600305726206,3928.9,0.01143709925607184,9823,1.2791085194819893,2763,2.5649271853245974,308,0.9415996905815842,788,0,5962.5
Macs 2,Neu-3,Adam17,Il6ra,0.04714653465542801,8615.1,0.011946151681918463,9467,0.5459012309441894,9788,0.6064597775567968,8221,0.8377463409010865,9637,0,5962.5
Prol.,Macs 2,Mif,Cd44_Cd74,0.04714653465542801,4856.1,0.011495281940260746,9788,1.0086885788351467,4400,1.1638401577422197,3406,0.9426979871700047,724,0,5962.5
Neu-2,Macs 3,Adam10,Trem2,0.047170623421865315,5803.9,0.011494750617325107,9789,0.9840197747946875,4576,1.5913790601861613,1666,0.8665340569025805,7026,0,5962.5
Dendritic,T cells,H2-M3,Cd8b1,0.04724968285643626,5064.1,0.05031858891979028,1544,2.426047493418137,707,1.3284888212636095,2576,0.7818468130077708,14531,0,5962.5
Macs 3,Macs 2,H2-K1,Aplp2,0.04729121499255248,5898.3,0.011491273006991851,9794,0.818658382097159,6032,0.7608047516772981,6595,0.9359265558279223,1108,0,5962.5
Macs 2,Neu-1,Lgals1,Itgb1,0.047315362875521405,4803.7,0.011488661577646117,9795,1.0970661533029167,3764,1.4409514239508632,2120,0.9171202860641662,2377,0,5962.5
Neu-2,Macs 2,S100a9,Tlr4,0.04733952062181418,4981.5,0.011488474128315477,9796,1.0285031416255723,4250,1.8584811676529152,1039,0.8992646260332408,3860,0,5962.5
Dendritic,Neu-5 IFN,App,Fpr2,0.04736368823445204,6975.5,0.013847672944258135,8332,0.545603991329491,9797,0.9920258854025509,4571,0.8745470962187301,6215,0,5962.5
Dendritic,Macs 1,Fn1,C5ar1,0.047412053070851,7350.9,0.011686787988554943,9655,0.6793497621216602,7745,1.1341655347969226,3593,0.8360263262637957,9799,0,5962.5
Macs 2,Prol.,Tgfb1,Acvr1_Tgfbr2,0.04743625030065765,7290.7,0.018484734923236632,6241,0.8770016813143233,5484,0.5448411474833776,8966,0.8360196325961836,9800,0,5962.5
Macs 2,Macs 1,App,Rpsa,0.04743625030065765,4840.7,0.011483708595299333,9800,1.137147156336319,3522,0.9992535646514551,4522,0.9509830265441492,397,0,5962.5
Macs 1,Neu-2,Ccl12,Ccr1,0.047457795213795284,4350.3,0.05927770208738262,1151,1.5030403878598873,1953,1.3272616721903034,2580,0.8329640236538064,10105,0,5962.5
Macs 2,T cells 2,Slpi,Plscr1,0.04746045740890049,8214.3,0.015332663848576534,7583,0.5920487113065414,9022,0.4803452747401443,9801,0.8484556669388954,8703,0,5962.5
Neu-3,Neu-2,Timp2,Cd44,0.047508901272792586,5651.1,0.01147802326257937,9803,0.6317303081660639,8412,1.3620978405054656,2436,0.9274079622328293,1642,0,5962.5
Macs 3,Dendritic,Lgals1,Ptprc,0.04750991256651896,4151.5,0.010805795607873333,10295,1.3224441153277944,2581,2.0833635504392634,688,0.9340342157123495,1231,0,5962.5
Neu-2,T cells 2,Gnai2,S1pr4,0.04753313803449234,5749.3,0.03509269932828775,2783,1.1086568310201832,3687,0.7695901875060209,6510,0.8359921813680732,9804,0,5962.5
Neu-4 classic,Neu-5 IFN,Cd14,Itgb1,0.0475816412325302,6030.3,0.011465238297476147,9806,0.569202036935124,9395,1.2438999016363947,2966,0.9214550243164764,2022,0,5962.5
Macs 2,Dendritic,App,Lrp6,0.04760590767492245,6909.3,0.02035055386832293,5645,0.8285609597400221,5939,0.7005716201358481,7193,0.8359605893675222,9807,0,5962.5
Lung Ep.,Macs 2,App,Aplp2,0.04760590767492245,6063.9,0.011465066420431616,9807,0.8761522927858969,5491,0.9193798407578926,5161,0.8989198541682483,3898,0,5962.5
Macs 1,Prol.,Fn1,Itga6,0.047614254448354446,4239.3,0.03692835423564792,2583,1.9939236332248769,1106,1.8583287903773675,1042,0.8290237078765267,10503,0,5962.5
Neu-1,Macs 3,Mmp9,Lrp1,0.04765447026159371,6339.7,0.011463910401369204,9809,0.6700454722065357,7881,1.6248905533755538,1570,0.8718759369248039,6476,0,5962.5
Macs 1,Lung Ep.,Lgals3bp,Itgb1,0.047703072470974744,8122.3,0.01196370560326932,9459,0.7992172084534575,6230,0.530265904805882,9149,0.8359347533887034,9811,0,5962.5
Macs 1,Neu-2,Lgals3bp,Itgb1,0.047776050130658027,8074.3,0.011955134537472163,9462,0.7989972909152406,6231,0.5509679110886841,8902,0.8358856019780768,9814,0,5962.5
Dendritic,Prol.,H2-K1,Aplp2,0.04782475150289163,6751.3,0.011502762067275936,9782,0.7262205790384285,7093,0.4785616244375671,9816,0.9359565125714275,1103,0,5962.5
Prol.,T cells,Gnai2,Adcy7,0.04784911707784072,7448.3,0.01144497025816085,9817,0.7388466584583053,6941,0.5643961402135356,8749,0.8791080768826491,5772,0,5962.5
Dendritic,Dendritic,Pltp,Abca1,0.047873492582723366,6376.7,0.01730640592502011,6724,0.9402637793164242,4936,1.0096181461268463,4443,0.8358531379647004,9818,0,5962.5
Neu-4 classic,Prol.,Adam10,Trem2,0.047873492582723366,7107.3,0.011444340063197628,9818,0.8150869197939066,6066,0.7555281266231686,6635,0.8662796951233646,7055,0,5962.5
Macs 3,Prol.,Lrpap1,Sort1,0.047897878020574464,5726.9,0.026892298559671516,4065,0.9987246700492178,4470,1.026041894951843,4318,0.8358368376374984,9819,0,5962.5
Neu-4 classic,Neu-1,Ltb,Tnfrsf1a,0.047897878020574464,6495.3,0.011444202150326821,9819,0.6991613309594934,7464,0.9041738149224703,5289,0.8983908211933582,3942,0,5962.5
B cells,Neu-2,Fcer2a,Itgax_Itgb2,0.0479281381246079,4044.9,0.06493772390368326,960,5.691396010604279,64,1.3256020842405225,2589,0.8275567691026838,10649,0,5962.5
Prol.,Macs 1,Plat,Lrp1,0.0479466787073243,4891.5,0.04782771876398236,1688,1.0539446460498438,4067,1.252002351716567,2919,0.8358218999265865,9821,0,5962.5
Macs 1,Neu-1,Timp2,Itgb1,0.04797109396229576,6706.1,0.01143825118051934,9822,0.5650765152227649,9480,0.8199985571543442,6010,0.9186123116501018,2256,0,5962.5
Prol.,Neu-4 classic,Gnai2,Igf1r,0.048019954310618285,6479.1,0.01600971317909466,7294,0.723224201651318,7132,0.4782160344555454,9824,0.9194948355018692,2183,0,5962.5
Tumor,Macs 3,Ltf,Lrp1,0.048019954310618285,5674.3,0.011580934656719012,9724,0.5443209741139274,9824,1.9190624686384306,940,0.9230160899174678,1921,0,5962.5
Tumor,Lung Ep.,Tgfa,Erbb3,0.048051539293058165,13892.5,0.23919314503413186,48,0.167908960825554,17585,0.25972942429986945,12995,0.5339818849697686,24221,0.02200000000000002,14613.5
Neu-5 IFN,Macs 1,Mmp9,Cd44,0.0480688544637027,7090.5,0.011431239536766212,9826,0.6049113104710557,8842,0.6346893952488573,7877,0.9096674943218033,2945,0,5962.5
Neu-4 classic,Neu-5 IFN,Cd14,Itga4,0.048093319474628894,6326.3,0.01142943337628746,9827,0.7919980093750032,6308,1.3176222934341044,2625,0.8677868404880642,6909,0,5962.5
Macs 1,Neu-1,Timp1,Cd63,0.04821579399473397,6813.1,0.02529086871556637,4370,0.9816794083540007,4594,0.5183656660882285,9307,0.8357341516032409,9832,0,5962.5
Macs 1,Macs 2,App,Lrp6,0.04824031881314547,7154.1,0.020278232833632812,5672,0.8527199920177876,5721,0.5772886269340612,8582,0.8357163447947697,9833,0,5962.5
Neu-5 IFN,Macs 2,Il16,Cd9,0.048313953151949265,6838.3,0.01744161311370352,6646,0.6563111752947549,8090,0.47700317321453334,9836,0.9014928380874357,3657,0,5962.5
Tumor,Neu-5 IFN,Cirbp,Trem1,0.04833851790289143,7008.1,0.029173501845969195,3662,0.5436107299274436,9837,0.6859965047720837,7334,0.8537404624826427,8245,0,5962.5
Macs 1,T cells 2,Gnai2,Adcy7,0.04833851790289143,7147.3,0.011412788906030515,9837,0.7899402669796066,6333,0.6417838047317906,7812,0.8789583698263082,5792,0,5962.5
Macs 3,Neu-1,Gnas,Adrb2,0.048363092644581114,6567.1,0.014919225706434764,7759,0.5435289276711743,9838,1.048494292131666,4153,0.8858535993847823,5123,0,5962.5
Macs 2,Macs 2,Apoe,Lsr,0.048363092644581114,6964.5,0.011419248845692367,9835,0.7514290337008566,6807,1.3769068279118166,2380,0.8356200521454412,9838,0,5962.5
Dendritic,Neu-5 IFN,Apoe,Abca1,0.04845414180997315,4722.5,0.00826561733625622,12578,1.3174041471097258,2599,2.4486883324347364,373,0.9204947885098604,2100,0,5962.5
Neu-3,Prol.,S100a9,Itgb2,0.04851075107110461,6632.3,0.011404486780371377,9844,0.7197970471744757,7188,0.5125045200766094,9371,0.9415211284789199,796,0,5962.5
Macs 1,Neu-5 IFN,Ptpn6,Cd300lf,0.0485600506108049,6806.7,0.011400024969543909,9846,0.6762965286694752,7790,0.6335129474675424,7894,0.9148615508067988,2541,0,5962.5
B cells,Neu-5 IFN,Lta,Tnfrsf1a,0.04857868790519336,5148.9,0.08591473308526111,568,2.2897308049728236,801,1.0239027806527758,4336,0.7877877362356782,14077,0,5962.5
Dendritic,Neu-3,Ccl12,Ccr1,0.0485847154064209,4500.5,0.061536669260480764,1064,1.7257074824167995,1462,1.0474054542528357,4167,0.8355496746574337,9847,0,5962.5
Neu-4 classic,T cells,Cd14,Itgb1,0.04865876993296775,6449.7,0.011393181812021227,9850,0.5664852491365134,9450,0.9435103437012762,4946,0.9212265707914745,2040,0,5962.5
Macs 2,Macs 2,Vcl,Itgb5,0.04873291473320365,5543.3,0.04615045186143327,1791,1.1711515777559847,3301,0.7368389536990234,6809,0.8355169712460876,9853,0,5962.5
Neu-4 classic,Neu-5 IFN,Anxa2,Tlr2,0.04873291473320365,6336.7,0.017354358846167105,6688,0.5426738589865778,9853,0.6741901469891862,7450,0.9259229075585241,1730,0,5962.5
Dendritic,Macs 2,Timp2,Cd44,0.04873291473320365,6834.7,0.011392032777416142,9853,0.5593342894917495,9569,0.7057077162342505,7125,0.927154424265301,1664,0,5962.5
B cells,Macs 2,Lta,Ripk1,0.04881360423051735,6456.3,0.10276241982579956,402,2.2846696842343324,803,0.6294906488049758,7937,0.7457499222469025,17177,0,5962.5
Macs 2,Prol.,Fam3c,Lamp1,0.04885669023258179,6690.7,0.016684604953718152,6979,0.8406665505455431,5830,0.4756570099688853,9858,0.8887153420710944,4824,0,5962.5
Prol.,Macs 1,App,Aplp2,0.04888147548482756,6797.7,0.013831581675116247,8344,0.7620426797721519,6679,0.4755472285224852,9859,0.9071316805988933,3144,0,5962.5
Neu-2,Neu-2,Hp,Itgb2,0.048906270795002524,5722.7,0.011382454490697113,9860,0.7283037603220149,7059,1.3754330487190098,2388,0.9047813142270557,3344,0,5962.5
Neu-3,T cells 2,Slpi,Plscr1,0.04893107616616741,7634.7,0.013649862723762762,8441,0.5424331160441498,9861,0.9948847164350555,4553,0.8408293240138504,9356,0,5962.5
Neu-5 IFN,T cells 2,Tnf,Icos,0.04893126008795398,5404.5,0.10482814899495164,387,2.2845610434544397,804,1.0979079218445416,3828,0.7622741262747394,16041,0,5962.5
Dendritic,T cells,Lyz2,Itgal,0.04895589160138379,5424.1,0.011379437333848774,9862,0.912750756314437,5161,1.1000776513525614,3816,0.9178582794872208,2319,0,5962.5
Macs 1,Neu-5 IFN,F13a1,Itga4,0.04898373319726401,4943.9,0.03652739898044365,2609,1.7587221272201599,1412,1.6039292447808948,1631,0.7995813709456608,13105,0,5962.5
Neu-2,Neu-4 classic,C3,Itgam,0.049005552676219755,6771.9,0.01799812481118867,6422,0.542322319109165,9864,0.8314033996609677,5908,0.8798228706889383,5703,0,5962.5
Neu-1,Macs 2,Psap,Lrp1,0.04908011984543183,6107.7,0.01137345474902425,9867,1.1574795048572235,3386,0.5043265935286333,9490,0.9242043139711982,1833,0,5962.5
Neu-5 IFN,Prol.,Adam10,Gpnmb,0.04910499572928237,6803.1,0.011370443400578753,9868,0.7262572963726002,7091,0.8167083098812892,6034,0.8863561011247512,5060,0,5962.5
Dendritic,B cells,Tln1,Itgb3,0.04915477775654698,4795.9,0.043394304714285244,1997,1.1212962532945696,3607,1.3377064615942929,2543,0.8353719372470302,9870,0,5962.5
Lung Ep.,Neu-4 classic,Cirbp,Trem1,0.04917968390609464,6999.1,0.022039360726220193,5166,0.6812289727436118,7717,0.7911969985871554,6279,0.8353500451224161,9871,0,5962.5
Dendritic,T cells,Fn1,Itga4_Itgb7,0.049204600150342524,4759.7,0.023555556320491066,4771,1.5526716243667174,1814,1.6946228492224091,1379,0.8353414114193346,9872,0,5962.5
T cells,Macs 2,Il16,Cd9,0.04925446293521283,6377.3,0.020063591731845857,5736,0.7186862463677144,7201,0.4743174115343838,9874,0.9075387641886165,3113,0,5962.5
Macs 1,Macs 2,Fn1,Sdc1,0.049304366135711736,4353.7,0.03255045704978479,3124,1.7738850082279822,1384,1.6786034307193285,1422,0.835281607701143,9876,0,5962.5
Lung Ep.,Dendritic,Ceacam1,Havcr2,0.04942930111655852,6172.7,0.029409350892727573,3618,0.5416932727613321,9881,0.8814518720722861,5469,0.8775741766276904,5933,0,5962.5
Tumor,Neu-1,Ceacam1,Havcr2,0.04947934596526278,5603.9,0.027329790941468396,3989,0.5411259410234656,9883,1.5187242801180956,1866,0.8735798322564668,6319,0,5962.5
Neu-2,Neu-2,Timp2,Cd44,0.04950438358541863,6181.9,0.011351367794481529,9884,0.6267546163497442,8492,0.9506601200580859,4898,0.927033572606837,1673,0,5962.5
Neu-4 classic,Lung Ep.,Sema4a,Plxnb2,0.049529431340211066,7424.3,0.024752341838937552,4500,0.5410345352060393,9885,0.6638033578188347,7561,0.8424467957260352,9213,0,5962.5
Neu-5 IFN,Neu-4 classic,S100a8,Tlr4,0.049529431340211066,6842.3,0.011349589273193177,9885,0.6020929203579078,8890,0.8180487169212673,6026,0.9036083127993688,3448,0,5962.5
Dendritic,Lung Ep.,Ccl5,Sdc1,0.049604635443175074,6407.5,0.02178151628545849,5240,1.016915092289171,4336,0.7585935094497981,6611,0.8352133193522593,9888,0,5962.5
Neu-1,Macs 3,C3,C3ar1,0.04962972376728409,6123.1,0.02195918686351498,5183,0.749808174052552,6828,1.2872663071364387,2753,0.8352079580072582,9889,0,5962.5
Lung Ep.,Neu-5 IFN,Rps19,C5ar1,0.04965482224141789,4886.5,0.011344586480241626,9890,0.91557434902622,5142,1.4620450077504379,2043,0.9312019182003813,1395,0,5962.5
Dendritic,T cells,Tgm2,Itga4,0.04970504965207837,5747.7,0.0196841755557788,5835,1.1412200974746711,3493,1.138996711843994,3556,0.8351617989532366,9892,0,5962.5
Dendritic,Macs 1,Pdgfb,Lrp1,0.049731204710741696,4253.5,0.06847187451161091,861,1.6855392955429158,1553,1.3178313714041003,2623,0.8314729663309544,10268,0,5962.5
Macs 1,Macs 2,Gas6,Axl,0.049758538100436234,4646.5,0.12800925857744105,246,2.274048408507626,811,1.1309683955891185,3619,0.8057783709432189,12594,0,5962.5
Neu-2,Macs 3,S100a8,Itgb2,0.049758538100436234,4530.1,0.010120894934704439,10820,1.0197089358593983,4303,2.0347612568889675,754,0.9412604127702087,811,0,5962.5
Neu-4 classic,Neu-1,Il1f9,Ifnar2,0.04993157623970593,7450.9,0.014393245335625214,8030,0.7379348638215448,6950,0.7782803660636639,6411,0.835124039849261,9901,0,5962.5
Tumor,T cells 2,Adam28,Itga4,0.049946065903915496,4329.7,0.16016953701106426,138,1.925687631523059,1188,1.3173856153214754,2627,0.8152962065349233,11733,0,5962.5
Macs 3,Prol.,Spp1,Itga4_Itgb1,0.05003251945193802,4901.9,0.01131300835487409,9905,0.9500385051833984,4848,1.4192106620313414,2207,0.9282326106495399,1587,0,5962.5
T cells 2,Dendritic,S100a4,Ccr5,0.050053713156255106,4377.7,0.03634145964047236,2629,1.883343819333503,1247,1.57536469065,1708,0.8306875074819364,10342,0,5962.5
Tumor,Neu-4 classic,Hsp90b1,Tlr2,0.050083052241929896,6448.9,0.014478139709208334,7984,0.5394852204989318,9907,1.006322952040418,4471,0.8986975326723665,3920,0,5962.5
Prol.,T cells,Ybx1,Notch1,0.050133625854126694,6084.5,0.011302484190488703,9909,0.9779807458242048,4628,1.2188769613982247,3108,0.8685481930590768,6815,0,5962.5
Neu-5 IFN,Neu-2,Adam10,Cd44,0.05015892797627908,6607.3,0.011301996424470658,9910,0.708709966985597,7321,1.1117369663729322,3731,0.8756728582181452,6112,0,5962.5
Neu-1,Neu-2,Cd14,Ripk1,0.050209562868151786,7137.9,0.011792520245042305,9582,0.5392969414210013,9912,1.1171168628540402,3708,0.8714112383178643,6525,0,5962.5
Macs 2,Dendritic,Fn1,Itgav_Itgb1,0.050234895644057906,7364.7,0.011300748045700817,9913,0.6738309820929628,7825,1.016373449434093,4385,0.848101960526893,8738,0,5962.5
Macs 1,Prol.,App,Ncstn,0.050260238644068714,7326.9,0.023149065280353938,4879,0.7810872714838475,6453,0.5082565264071559,9426,0.8349470326448523,9914,0,5962.5
Dendritic,Neu-3,Grn,Tnfrsf1b,0.050260238644068714,6347.7,0.014464334400469944,7990,0.5391757978065718,9914,1.0830468180444788,3924,0.8983631939981713,3948,0,5962.5
Neu-2,Macs 1,Tgm2,Itgb1,0.050260238644068714,8005.5,0.011300679658722841,9914,0.5541406897462842,9650,0.617209997035139,8086,0.8726252897177545,6415,0,5962.5
Dendritic,Neu-2,Grn,Tnfrsf1a,0.050285591871278804,7022.1,0.011298437139280545,9915,0.5481888738689223,9750,0.8679939831854938,5581,0.898884264266567,3902,0,5962.5
T cells,T cells 2,S100a4,Ccr5,0.050361712947058185,4397.3,0.03856582029829585,2430,2.062162801937662,1035,1.3130127738739887,2641,0.8348242534583684,9918,0,5962.5
Neu-4 classic,B cells,Tln1,Itgb3,0.05041251152366696,5177.9,0.04304218690304402,2024,1.1151864930277708,3645,1.0238854332851948,4338,0.8348109278190038,9920,0,5962.5
Tumor,Macs 1,Ltf,Tfrc,0.05043792617909092,6178.9,0.0223702271682715,5083,0.5390071353357218,9921,1.6660941066236177,1448,0.8510141713667467,8480,0,5962.5
Macs 3,Macs 1,S100a1,Tlr4,0.05043792617909092,7067.3,0.014014419118295051,8238,0.6679348673602861,7912,1.185407060833037,3303,0.8348041573593431,9921,0,5962.5
Neu-2,Prol.,Hp,Itgam,0.05043792617909092,7174.3,0.011290533474901492,9921,0.5689317003968917,9407,0.7618534511653291,6576,0.897757279777156,4005,0,5962.5
Dendritic,T cells,Icosl,Icos,0.05047276260231971,6000.1,0.0713118734229344,817,2.3211288726215478,773,1.05238928257755,4122,0.7278857542776243,18326,0,5962.5
Macs 1,Macs 1,Adam10,Cadm1,0.050539687320563666,6233.9,0.032662697271343404,3105,1.3452231660823273,2499,0.4906310476681711,9678,0.8347577547738129,9925,0,5962.5
T cells,Prol.,Tln1,Itgb5,0.050539687320563666,6666.1,0.011285035041644322,9925,0.9221912003814758,5087,0.7938887350933466,6257,0.8757675247410438,6099,0,5962.5
Neu-5 IFN,Macs 2,Adam10,Axl,0.05059062944657397,5171.3,0.02684387601870103,4073,1.4058665402159742,2265,1.128988335729462,3629,0.8347457940178254,9927,0,5962.5
Neu-4 classic,Neu-1,Cd14,Itgb1,0.05061611590925387,6169.5,0.01128279806369085,9928,0.5623233861378459,9519,1.1706754228857255,3370,0.9208725903348454,2068,0,5962.5
Neu-2,Neu-1,Csf1,Csf2ra,0.05064161264252105,6180.7,0.015764097128645925,7397,0.5386001173397152,9929,1.2955553824191735,2710,0.8878588661133937,4905,0,5962.5
Macs 3,B cells,Lgals1,Ptprc,0.05064835827543471,4327.1,0.01044192231928443,10573,1.3056464735309576,2640,1.7992213244491697,1167,0.9329710728340379,1293,0,5962.5
T cells,T cells 2,Itgav,Thy1,0.05069263693323321,4102.7,0.06199842337486286,1041,4.42950829443684,289,1.1873956852138194,3290,0.8347055145729699,9931,0,5962.5
Neu-5 IFN,Macs 3,Csf1,Csf2ra,0.050718164496887735,7187.3,0.0134339575514723,8559,0.5385182990507305,9932,0.8469080471067231,5767,0.8796457621367657,5716,0,5962.5
T cells,Dendritic,Thy1,Itgax_Itgb2,0.05074370234354858,5065.1,0.025560800757558136,4303,2.3311696155169273,766,1.0210428745235087,4361,0.8346859236869898,9933,0,5962.5
Macs 2,Prol.,App,Tnfrsf21,0.05076925047632207,7949.3,0.018189462816499545,6351,0.6755988316831554,7799,0.4699260697171296,9934,0.8370456275932625,9700,0,5962.5
Prol.,Neu-2,Plat,Itgam,0.050794808898315266,6275.7,0.03246956349346517,3137,0.538383959520047,9935,1.3007834559677554,2684,0.8375071448929221,9660,0,5962.5
Neu-2,Dendritic,Cd14,Tlr1,0.05082037761263567,4599.1,0.039115997150808185,2367,1.1721563766705785,3294,1.6722109589196357,1436,0.8346786560935646,9936,0,5962.5
Macs 1,Neu-4 classic,Vasp,Cxcr2,0.05087154593069165,5519.9,0.011271626515814377,9938,1.135088325638361,3536,0.9142704075273294,5205,0.9095810792749287,2958,0,5962.5
Macs 1,Prol.,App,Tnfrsf21,0.05092275545536332,7671.1,0.019222501438236686,5986,0.7253556430709975,7107,0.46934271435638186,9940,0.8407779580854948,9360,0,5962.5
Neu-1,Dendritic,C3,Itgax,0.05097400621153375,7048.7,0.018721503448054642,6168,0.5379910875832502,9942,1.069692016264096,4011,0.8429740152033455,9160,0,5962.5
Neu-2,Macs 2,Tgm2,Itgb1,0.05099964705920981,8089.3,0.011259396916915824,9943,0.5515116496742736,9703,0.5908863400124311,8409,0.872421756375317,6429,0,5962.5
Macs 2,Prol.,Spp1,Itga4_Itgb1,0.051025298224096266,4924.1,0.01125916225083534,9944,0.9446076412297503,4907,1.4187873851487174,2209,0.928073532902313,1598,0,5962.5
Macs 1,Macs 1,Ccl2,Ccr5,0.05102905023462611,4733.5,0.081133953789877,644,1.9586596632900992,1147,1.311246733541947,2647,0.7976918074564988,13267,0,5962.5
T cells 2,Dendritic,App,Cd74,0.05107156052058072,6144.5,0.0038080415110892437,18557,2.2640966869919885,822,2.5940183286389353,289,0.8861164794924294,5092,0,5962.5
Dendritic,Macs 2,Lyz2,Itgal,0.05107663151795415,5584.9,0.011257623108035212,9946,0.9075673630319481,5212,1.0088632666803563,4452,0.9174516506285758,2352,0,5962.5
Neu-5 IFN,Neu-3,Csf1,Sirpa,0.051179422049219006,6806.7,0.012323232498896613,9232,0.5375341582174475,9950,1.0021029186875965,4495,0.8934282449645382,4394,0,5962.5
Macs 2,Neu-1,Ptpn6,Cd300lf,0.051179422049219006,6503.7,0.011247726088064186,9950,0.6390609098958248,8334,0.8532880761114142,5699,0.9143362948835906,2573,0,5962.5
Macs 1,T cells 2,Cd274,Pdcd1,0.0512308793364826,4205.5,0.052286956154324035,1430,4.323500508785737,304,1.1689683103135917,3379,0.8345365916546208,9952,0,5962.5
Neu-2,Neu-5 IFN,Adam17,Il6ra,0.0512308793364826,8067.3,0.012687006047616921,9004,0.5374770003585809,9952,0.8060814759012618,6146,0.8417942224049352,9272,0,5962.5
Macs 3,Neu-5 IFN,Ybx1,Notch1,0.05128237800475473,6505.9,0.01124493684180137,9954,0.7156753117324917,7239,1.3424747766055476,2522,0.8682565186405106,6852,0,5962.5
Macs 1,Dendritic,Hsp90b1,Tlr7,0.05130814286456653,7632.5,0.021018269096663388,5432,0.7142750670163011,7253,0.4679348452271466,9955,0.8385434502755934,9560,0,5962.5
Prol.,Neu-3,F13a1,Itgb1,0.05130814286456653,7055.9,0.018326691352611543,6301,0.7669368204032968,6609,0.774165252150268,6452,0.8345213245587159,9955,0,5962.5
Macs 2,T cells,Sirpa,Cd47,0.05134680957015408,5742.9,0.011241240510225252,9956.5,0.8802522716226369,5448.5,0.8911628428821599,5383.5,0.9223741670853179,1963.5,0,5962.5
T cells,Macs 2,Cd47,Sirpa,0.05134680957015408,5742.9,0.011241240510225252,9956.5,0.8802522716226369,5448.5,0.8911628428821599,5383.5,0.9223741670853179,1963.5,0,5962.5
Macs 1,Macs 2,App,Rpsa,0.051437122545206396,5344.7,0.011237511669543688,9960,1.0974699943594741,3762,0.7566469719513749,6627,0.9504754395455942,412,0,5962.5
Prol.,Dendritic,Apoe,Trem2,0.05146294957950447,4573.9,0.011237459738977794,9961,1.0868605324496547,3836,1.3516334712023532,2485,0.9455965601198961,625,0,5962.5
Neu-2,T cells 2,Hp,Itgb2,0.05148878698714676,5986.5,0.01123720234811606,9962,0.7226749191147185,7143,1.1535824813362017,3472,0.9042266410524661,3393,0,5962.5
Dendritic,Macs 2,Fn1,Itga4_Itgb1,0.05156636148138767,7114.7,0.011235481001495259,9965,0.7283361136235125,7058,1.0922802307658928,3866,0.8482309296803742,8722,0,5962.5
Dendritic,Neu-5 IFN,Il1b,Il1r2_Il1rap,0.05159224041365838,7087.9,0.01423266282447825,8109,0.5367329431735105,9966,0.8205895968321895,6006,0.8830287330854159,5396,0,5962.5
